tag	map	seed	seat	rounds	won	spawn_n	spawn1_rnd	spawn4_rnd	spawn_fwd4	spawn_fwd_pos4	spawn_n30	harv1_rnd	harv1_dour	harv1_dtheir	harv_n30	harv_n60	harv_n	opp_harv1_rnd	opp_harv_n30	opp_harv_n60	conv1_rnd	conv_n30	conv_n60	opp_conv_n30	turret_n	opp_turret_n	ti_bank30	ti_coll30	opp_coll30	ti_bank60	ti_coll60	opp_coll60	ti_bank100	ti_coll100	opp_coll100	ti_bank200	ti_coll200	opp_coll200	ti_coll_end	opp_coll_end	harv_live30	harv_wired30	conv_good30	enemy_ourring30	conv_dmin30	harv_dmin30	conv_home30	harv_live60	harv_wired60	conv_good60	enemy_ourring60	conv_dmin60	harv_dmin60	conv_home60	harv_live100	harv_wired100	conv_good100	enemy_ourring100	conv_dmin100	harv_dmin100	conv_home100	harv_live150	harv_wired150	conv_good150	enemy_ourring150	conv_dmin150	harv_dmin150	conv_home150	head2_rnd	head1_rnd	head_dmin_ever	headadj_free_rnds	headadj_enemy_rnds	headadj_own_rnds	headadj_free_share	replan_rnds	replan_share	replan_dist	ringfree_rounds_after_head2	rounds_after_head2	ringfree_share_after_head2	homering_n	eseal30	ebar30	oseal30	free30	eseal60	ebar60	oseal60	free60	eseal100	ebar100	oseal100	free100	eseal150	ebar150	oseal150	free150	eseal_first	ebar_first	eseal_max	oseal_max	eseal_mean	bots_ours	bots_theirs	moves	rev_rate	choke_step_rate	dep_rnd	arr36_rnd	arr16_rnd	n_reach36	n_reach16	reach36_share	stall_bots	bfs_cc	route_steps	route_detour	arr16_hops	arr16_walks	throws_ours	throws_opp	throw1_rnd	throws_ours30	throw_fwd	throw_back	throw_gain	turret_dmin	turret1_rnd	turret_n30	turret_n_theirhalf	fwdbuild_n	fwdbuild1_rnd	fwdbuild_n100	fc_rnd	fc_victim_ours	fc_weapon	fc_basin	fc_dour	fc_dtheir	fc_pres0	fc_pres20	atring_first8	atring_first16	atring_rnds8	atring_share8	atring_share16	atring_bodyrnds	atring_peak	establish_first	establish_rnds	establish_share	establish_peak	raider_n	raider_life_med	kill_sentinel	kill_gunner	kill_builder_attack	kill_none	apron_death_med	apron_death_first	ourbot_deaths	oppbot_deaths	death_home	death_mid	death_apron	death_tiles	death_top1	death_conc	death_med_rnd	death_choke	our_recv_sent	our_recv_gun	our_recv_peck	opp_recv_sent	opp_recv_gun	opp_recv_peck	ourcore_firsthit	ourcore_min	ourcore_r150	oppcore_firsthit	oppcore_min	oppcore_r150	tape_ours_won	tape_turn	cond
v531fix_antler_s24_A	antler	24	A	244	0	5	0	3	0.0	2	5	5	2	10	3	3	3	2	3	6	4	7	7	9	3	6	24	140	140	24	280	370	58	280	760	39	280	1260	280	1480	3	3	7	4	1	2	2	3	0	1	3	1	2	1	3	0	1	6	1	2	1	3	0	1	6	1	2	1	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	2	1	1	0	3	4	4	0	1	4	4	0	1	12	12	4	0	3.045	5	6	227	0.4449	0.0132	6	0	5	4	4	0.8	1	7	1	0.143	0	2	2	0	6	2	2	0	8	2	5	2	1	8	8	6	8	1	sentinel	ours	0	8	2	2	6	5	238	0.975	0.98	327	3	8	236	0.967	7	4	76	1	2	0	0	105	79	3	0	1	0	2	3	1	0.333	105	0	62	28	20	56	0	24	8	0	466	109	142	226	0	244	Core destroyed
nomouth_antler_s24_A	antler	24	A	185	0	5	0	3	0.0	2	5	2	2	10	2	2	2	3	2	2	3	4	4	4	2	2	12	120	120	12	270	270	12	470	470	13	890	890	890	890	2	2	4	1	1	2	2	2	2	4	1	1	2	2	2	2	4	1	1	2	2	2	2	4	1	1	2	2	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	4	1	1	0	4	1	1	0	4	1	1	0	4	12	12	1	0	0.935	5	5	361	0.8061	0.0028	6	0	6	3	2	0.6	1	7	1	0.143	1	1	2	0	6	2	2	0	10	5	5	2	0	7	7	7	6	1	sentinel	ours	0	8	2	3	6	6	179	0.968	0.968	212	2	7	178	0.962	7	3	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	105	0	0	88	0	0	6	0	72	10	248	282	0	185	Core destroyed
cap6_antler_s24_A	antler	24	A	179	0	6	0	3	0.0	2	5	4	2	10	2	3	3	2	4	5	3	11	11	8	11	9	22	110	120	52	300	330	36	600	630	66	1190	1220	1190	1220	2	2	11	5	1	2	3	3	3	8	5	1	2	3	3	3	8	4	1	2	3	3	3	8	2	1	2	3	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	1	4	4	0	1	4	4	0	1	2	2	0	3	9	9	4	0	3.028	6	9	429	0.6737	0.0047	6	0	6	5	5	0.833	2	7	1	0.143	1	1	3	0	6	2	3	0	14	4	5	2	0	6	7	6	9	1	sentinel	theirs	7	2	3	3	6	6	67	0.374	0.508	79	2	7	172	0.961	4	5	13	2	1	0	0	81	13	3	7	1	0	2	3	1	0.333	81	0	39	10	10	27	36	10	100	0	248	-1	500	500	0	179	Core destroyed
parent_antler_s24_B	antler	24	B	224	1	6	0	3	0.0	2	5	2	2	10	2	3	6	5	3	3	3	4	5	7	12	2	16	120	60	27	280	140	68	520	240	151	1710	240	2050	240	2	2	4	4	1	2	2	3	2	4	4	1	2	2	4	3	9	4	1	2	3	5	5	24	3	1	2	4	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	2	4	4	0	2	4	4	0	1	3	3	0	1	9	9	4	0	3.071	6	6	920	0.4663	0.0033	6	0	6	6	6	1.0	1	7	1	0.143	1	1	3	34	6	3	3	0	12	2	5	4	6	49	8	20	9	1	sentinel	theirs	6	1	2	3	6	6	203	0.906	0.973	314	3	8	216	0.964	11	6	-1	0	0	0	0	-1	-1	0	5	0	0	0	0	0	-1	-1	0	61	5	5	39	28	10	-1	500	500	191	0	500	1	224	Core destroyed
flagoff_antler_s24_B	antler	24	B	1000	0	6	0	3	0.0	2	6	2	2	10	2	2	4	7	3	3	3	3	3	6	4	4	29	60	20	21	140	150	30	240	250	23	490	500	2480	2500	2	1	1	1	1	2	1	2	1	1	2	1	2	1	2	1	1	3	1	2	1	2	1	1	3	1	2	1	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	1	5	2	2	1	1	3	3	1	1	3	3	1	1	16	16	6	1	3.622	6	5	1932	0.8478	0.0104	7	0	5	6	5	1.0	2	7	1	0.143	0	2	2	0	6	2	2	0	8	3	5	2	2	8	8	6	10	1	sentinel	theirs	7	2	3	3	6	5	992	0.992	0.995	1676	3	8	992	0.992	6	6	22	1	0	0	0	32	32	1	1	0	0	1	1	1	1.0	32	0	354	0	1	295	0	10	11	440	466	134	18	384	0	1000	Titanium collected (tiebreak)
v531fix_antler_s24_B	antler	24	B	65	1	5	0	3	0.0	2	5	4	2	10	3	3	3	4	2	2	3	7	7	4	4	1	158	150	60	15	370	140	25	400	150	25	400	150	400	150	3	3	7	5	1	2	2	3	3	7	5	1	2	2	0	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	5	5	0	1	5	5	0	1	-1	-1	-1	-1	-1	-1	-1	-1	12	12	5	0	3.8	5	6	153	0.6536	0.0	6	0	5	2	2	0.4	2	7	1	0.143	0	2	4	2	6	4	4	0	11	2	5	2	3	11	7	11	9	1	sentinel	ours	0	7	2	2	6	5	59	0.908	0.923	104	2	7	58	0.892	11	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	28	0	0	28	0	9	9	208	212	34	0	0	1	65	Core destroyed
nomouth_antler_s24_B	antler	24	B	230	1	9	0	3	0.0	2	5	2	2	10	3	3	4	6	2	2	4	6	10	1	8	2	143	120	60	46	320	130	10	620	230	68	1370	480	1610	530	3	2	5	2	1	2	2	3	3	10	3	1	2	3	4	3	10	3	1	2	3	4	3	10	3	1	2	3	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	3	3	3	0	1	3	3	0	1	3	3	0	1	16	16	3	0	2.691	9	5	720	0.5319	0.0014	7	0	6	8	8	0.889	1	7	1	0.143	1	1	4	24	6	2	4	0	23	1	5	2	4	66	7	31	9	1	sentinel	theirs	8	1	2	2	6	6	224	0.974	0.974	325	4	7	223	0.97	9	8	13	3	0	0	0	64	13	3	0	2	0	1	2	2	0.667	64	0	98	0	0	64	0	10	12	476	500	59	0	500	1	230	Core destroyed
cap6_antler_s24_B	antler	24	B	239	0	6	0	3	0.0	2	5	5	2	10	2	3	3	4	3	4	4	4	14	5	8	10	22	110	70	52	280	230	25	560	620	74	1220	1870	1400	2350	2	2	4	1	1	2	2	3	3	10	4	1	2	3	3	3	10	2	1	2	3	3	3	10	2	1	2	3	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	5	3	3	0	2	2	2	0	3	2	2	0	3	8	8	4	0	2.356	6	8	477	0.587	0.0105	6	0	6	6	5	1.0	3	7	1	0.143	1	1	3	0	6	2	3	0	15	3	5	2	2	12	7	10	9	1	sentinel	theirs	8	1	2	2	6	6	76	0.318	0.561	79	2	7	232	0.971	4	6	93	3	1	0	0	163	13	4	4	3	0	1	4	1	0.25	163	0	128	11	0	66	43	5	67	0	204	165	82	500	0	239	Core destroyed
parent_fjordgate_s23_A	fjordgate	23	A	134	0	5	0	3	1.591	4	5	3	3	4	2	2	2	6	2	2	4	10	13	6	5	4	36	110	90	24	230	230	70	350	530	58	430	860	430	860	2	2	6	2	1	3	2	2	2	6	1	1	3	2	2	1	5	2	1	3	2	0	0	0	0	-1	-1	0	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	3	1	1	0	5	2	2	0	4	-1	-1	-1	-1	19	19	2	0	1.358	5	6	251	0.5697	0.0279	9	0	0	5	5	1.0	3	6	-1	-1	0	0	2	0	9	2	2	0	7	1	6	3	2	7	2	6	8	1	sentinel	mid	3	3	4	4	0	0	134	1.0	1.0	203	3	2	132	0.985	7	5	36	3	0	0	0	66	38	3	2	3	0	0	2	2	0.667	66	0	65	0	0	18	0	0	17	0	0	129	454	454	0	134	Core destroyed
flagoff_fjordgate_s23_A	fjordgate	23	A	809	1	5	0	3	1.591	4	5	3	3	4	2	2	2	5	2	3	4	6	6	7	4	3	14	110	100	70	260	250	70	390	500	57	640	750	2160	2260	2	2	6	1	1	3	2	2	2	6	1	1	3	2	2	1	4	2	1	3	1	2	1	4	3	1	3	1	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	3	1	1	0	3	1	1	0	2	2	2	0	3	17	17	2	0	1.845	5	5	1759	0.9045	0.1967	4	0	0	5	5	1.0	3	6	1	0.167	0	0	1	0	4	1	1	0	3	2	3	3	2	44	2	8	8	1	sentinel	theirs	10	2	4	4	0	0	805	0.995	1.0	823	2	2	807	0.998	6	5	22	1	0	0	0	24	24	1	1	0	0	1	1	1	1.0	24	0	305	0	10	268	0	22	10	466	486	141	0	462	1	809	Core destroyed
v531fix_fjordgate_s23_A	fjordgate	23	A	188	0	6	0	3	1.591	4	5	7	3	4	2	2	2	9	3	4	4	7	7	10	2	6	12	60	70	12	150	330	11	300	680	66	640	1130	640	1130	2	1	7	3	1	3	2	2	1	7	2	1	3	2	2	1	7	2	1	3	2	2	1	7	2	1	3	2	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	3	2	2	0	4	2	2	0	4	2	2	0	4	6	6	3	0	2.021	6	6	346	0.7023	0.5347	12	0	0	6	6	1.0	2	6	-1	-1	0	0	0	0	-1	0	0	0	0	4	6	1	0	10	2	10	6	1	sentinel	theirs	6	1	5	4	0	0	76	0.404	0.441	114	2	2	186	0.989	6	6	27	4	0	0	0	73	29	4	6	4	0	0	4	1	0.25	73	0	75	0	1	59	0	0	93	0	190	-1	500	500	0	188	Core destroyed
nomouth_fjordgate_s23_A	fjordgate	23	A	261	0	5	0	3	1.237	3	5	3	3	4	2	2	2	10	3	3	4	6	6	12	5	6	24	110	70	14	210	170	10	310	270	10	560	520	710	670	2	2	6	2	1	3	2	2	1	5	4	1	3	2	2	1	5	4	1	3	2	2	1	5	5	1	3	2	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	4	3	3	0	3	3	3	0	3	3	3	0	2	21	21	3	0	2.586	5	5	493	0.7383	0.0041	9	0	0	5	5	1.0	4	6	1	0.167	0	0	1	0	4	1	1	0	3	2	3	3	1	8	2	8	9	1	sentinel	mid	3	3	4	5	0	0	198	0.759	1.0	370	4	2	259	0.992	10	5	51	2	2	0	0	97	53	4	1	4	0	0	3	2	0.5	97	0	48	26	10	97	0	0	185	0	500	77	182	304	0	261	Core destroyed
cap6_fjordgate_s23_A	fjordgate	23	A	1000	1	6	0	3	1.237	3	5	6	5	6	1	1	3	5	2	3	3	7	7	6	9	4	42	80	90	97	160	160	52	260	160	62	400	160	400	160	1	1	6	3	1	5	3	1	1	6	4	1	5	3	3	1	6	5	1	5	3	3	1	6	4	1	5	3	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	3	3	3	0	2	3	3	0	1	3	3	0	1	10	10	3	0	2.099	6	6	2270	0.9291	0.0132	4	0	0	6	6	1.0	2	6	1	0.167	0	0	2	0	4	1	2	0	6	2	3	3	3	14	2	12	8	1	sentinel	theirs	10	2	4	5	0	0	1000	1.0	1.0	2259	3	2	998	0.998	13	6	52	1	1	0	0	107	54	2	3	1	0	1	2	1	0.5	107	0	165	18	20	143	0	22	8	334	500	9	310	500	1	1000	Titanium collected (tiebreak)
parent_fjordgate_s23_B	fjordgate	23	B	184	0	7	0	3	1.591	4	5	5	3	4	1	3	6	7	3	3	6	2	6	8	5	5	22	60	90	5	150	320	104	440	620	77	710	1240	710	1240	1	1	2	4	1	3	1	3	2	5	4	1	3	1	3	3	8	4	1	3	1	2	0	2	5	1	5	1	6	6	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	3	4	4	0	3	4	4	0	3	4	4	0	3	6	6	4	0	3.69	7	13	249	0.4217	0.0884	7	0	0	7	7	1.0	2	6	1	0.167	0	0	3	0	7	1	3	0	11	2	4	2	2	12	3	9	7	1	sentinel	theirs	5	1	5	3	0	0	120	0.652	0.859	151	2	3	181	0.984	8	7	12	5	2	0	0	83	13	7	7	6	0	1	6	2	0.286	83	0	59	30	20	51	0	1	77	0	446	110	448	500	0	184	Core destroyed
flagoff_fjordgate_s23_B	fjordgate	23	B	157	0	5	0	3	1.591	4	5	3	3	4	2	2	2	6	3	3	4	6	6	8	3	4	66	110	70	14	210	290	13	310	590	12	450	1160	450	1160	2	2	6	4	1	3	2	1	1	4	5	1	5	1	1	1	4	5	1	5	1	1	1	4	5	1	5	1	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	2	4	4	0	2	4	4	0	2	4	4	0	1	5	5	4	0	3.51	5	5	389	0.6067	0.0591	9	0	0	5	5	1.0	1	6	1	0.167	0	0	2	0	9	1	2	0	4	2	4	2	1	14	3	14	6	1	sentinel	theirs	5	1	5	4	0	0	157	1.0	1.0	330	3	3	154	0.981	7	5	-1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	-1	-1	0	75	11	10	60	0	0	91	0	60	-1	500	500	0	157	Core destroyed
v531fix_fjordgate_s23_B	fjordgate	23	B	261	1	6	0	3	1.237	3	5	5	3	4	1	1	3	7	2	2	6	2	2	7	7	3	17	60	0	34	130	0	15	230	0	54	710	0	1160	0	1	1	2	4	1	3	1	1	1	2	4	1	3	1	1	1	2	4	1	3	1	2	2	6	2	1	3	2	6	6	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	3	4	4	0	3	4	4	0	3	2	2	0	4	6	6	4	0	2.973	6	5	513	0.7427	0.0429	10	0	0	6	6	1.0	3	6	1	0.167	0	0	1	0	201	0	1	0	3	1	5	3	2	12	3	11	7	1	sentinel	mid	3	3	4	3	0	0	185	0.709	0.793	256	3	3	258	0.989	12	6	38	4	0	0	0	124	40	4	3	4	0	0	2	2	0.5	124	0	38	0	0	37	118	10	12	432	500	206	0	500	1	261	Core destroyed
nomouth_fjordgate_s23_B	fjordgate	23	B	152	0	5	0	3	1.591	4	5	4	3	4	1	1	1	6	3	4	5	2	2	11	4	3	12	60	120	30	100	330	48	100	740	47	100	1250	100	1250	1	1	2	3	1	3	1	1	0	1	4	1	3	1	1	0	1	4	1	3	1	1	0	1	4	1	3	1	5	5	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	4	3	3	0	2	3	3	0	2	3	3	0	2	3	3	4	0	2.868	5	8	281	0.6868	0.4733	16	0	0	5	5	1.0	1	6	1	0.167	0	0	2	0	17	1	2	0	5	2	4	4	2	5	3	4	6	1	sentinel	mid	3	3	4	4	0	0	152	1.0	1.0	262	2	3	149	0.98	4	5	-1	0	0	0	0	-1	-1	0	2	0	0	0	0	0	-1	-1	0	85	0	10	10	11	14	37	0	22	-1	500	500	0	152	Core destroyed
cap6_fjordgate_s23_B	fjordgate	23	B	240	1	5	0	3	1.237	3	5	6	3	4	1	1	2	4	2	3	7	6	10	5	6	6	7	60	90	14	180	190	34	360	440	85	980	870	1230	1020	1	1	5	4	1	3	2	1	1	7	3	1	3	2	2	2	10	3	1	3	2	2	2	10	2	1	3	2	7	7	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	3	2	2	0	4	3	3	0	3	2	2	0	3	12	12	3	0	1.988	5	7	491	0.6904	0.0509	13	0	0	5	5	1.0	3	6	1	0.167	0	0	1	0	6	1	1	0	3	2	5	2	4	19	3	15	6	1	sentinel	theirs	4	2	4	3	0	0	236	0.983	1.0	384	3	3	237	0.988	10	5	77	0	1	0	0	79	79	1	6	1	0	0	1	1	1.0	79	0	70	63	43	75	0	30	109	264	362	183	0	500	1	240	Core destroyed
parent_fjordgate_s24_A	fjordgate	24	A	279	1	8	0	3	1.414	4	5	3	3	4	2	2	3	7	2	2	4	5	5	6	7	2	13	70	90	10	140	240	26	240	420	101	720	430	1300	430	2	1	2	2	1	3	1	2	1	2	2	1	3	1	2	1	2	2	1	3	1	3	1	2	2	1	3	1	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	3	2	2	0	3	2	2	0	3	2	2	0	5	4	4	3	0	1.975	8	5	406	0.5394	0.0197	14	0	0	8	7	1.0	3	6	1	0.167	0	0	2	0	179	0	2	0	8	2	5	1	2	25	2	9	6	0	sentinel	ours	2	4	4	4	0	0	239	0.857	0.953	293	3	2	277	0.993	11	8	15	6	0	0	0	167	17	6	4	6	0	0	2	3	0.5	167	0	93	0	0	73	0	20	14	458	500	184	0	500	1	279	Core destroyed
flagoff_fjordgate_s24_A	fjordgate	24	A	248	1	5	0	3	1.591	4	5	3	3	4	2	3	3	7	3	3	4	6	7	11	5	5	24	110	70	13	210	100	16	310	150	75	710	220	940	220	2	2	6	4	1	3	2	3	1	3	7	1	3	2	3	2	9	7	1	3	2	3	2	9	6	1	3	2	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	3	6	6	0	0	6	6	0	0	6	6	0	0	10	10	6	0	5.278	5	6	833	0.7719	0.2845	25	0	0	5	5	1.0	2	6	1	0.167	0	0	1	0	4	1	1	0	3	1	3	2	3	12	2	7	7	1	sentinel	ours	2	4	4	3	0	0	248	1.0	1.0	507	4	2	246	0.992	13	5	-1	0	0	0	0	-1	-1	0	5	0	0	0	0	0	-1	-1	0	42	4	40	49	37	28	135	262	408	193	0	500	1	248	Core destroyed
v531fix_fjordgate_s24_A	fjordgate	24	A	188	1	5	0	3	1.591	4	5	7	3	4	2	2	2	5	2	3	4	5	5	5	6	3	23	100	80	13	240	230	42	440	330	68	880	330	880	330	2	2	4	5	1	3	1	2	2	4	6	1	3	1	2	2	4	3	1	3	1	2	2	4	3	1	3	1	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	5	5	0	2	6	6	0	1	3	3	0	4	3	3	0	4	9	9	6	0	3.495	5	5	624	0.7644	0.0176	24	0	0	5	5	1.0	2	6	1	0.167	0	0	0	0	-1	0	0	0	0	1	3	2	4	15	2	11	8	0	builder_attack	theirs	6	1	4	5	0	0	188	1.0	1.0	344	3	2	186	0.989	13	5	-1	0	0	0	0	-1	-1	0	4	0	0	0	0	0	-1	-1	0	61	0	0	41	50	20	16	138	164	133	0	338	1	188	Core destroyed
nomouth_fjordgate_s24_A	fjordgate	24	A	301	0	5	0	3	1.591	4	5	4	3	4	3	3	3	5	2	2	5	5	6	6	5	3	24	70	30	70	230	70	14	230	70	14	230	70	230	70	2	2	5	2	1	3	1	2	2	5	3	1	3	1	2	0	1	1	1	3	1	2	0	1	2	1	3	1	5	5	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	5	2	2	0	5	1	1	0	6	2	2	0	5	28	28	2	0	1.694	5	6	666	0.7973	0.4114	30	0	0	5	5	1.0	1	6	1	0.167	0	0	0	0	-1	0	0	0	0	2	3	3	2	4	2	4	7	1	sentinel	ours	2	4	5	5	0	0	223	0.741	1.0	232	2	2	299	0.993	5	5	18	1	2	0	0	41	20	3	3	3	0	0	2	2	0.667	41	0	39	19	28	58	39	0	134	0	392	-1	500	500	0	301	Core destroyed
cap6_fjordgate_s24_A	fjordgate	24	A	164	1	6	0	3	1.591	4	5	8	3	4	2	2	3	13	3	3	4	7	9	3	7	2	54	100	0	24	290	0	90	590	0	106	1060	0	1060	0	2	2	7	4	1	3	2	2	2	9	2	1	3	2	2	2	9	2	1	3	2	2	2	9	2	1	3	2	4	4	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	1	2	2	0	4	2	2	0	4	2	2	0	3	8	8	4	0	2.134	6	5	424	0.5401	0.0189	14	0	0	6	6	1.0	3	6	-1	-1	0	0	1	0	122	0	1	0	5	1	3	3	5	9	2	8	7	1	sentinel	ours	2	4	4	3	0	0	154	0.939	0.976	270	3	2	162	0.988	8	6	9	2	0	0	0	29	11	2	1	2	0	0	1	2	1.0	29	0	9	12	0	79	0	0	-1	500	500	75	0	154	1	164	Core destroyed
parent_fjordgate_s24_B	fjordgate	24	B	155	1	5	0	3	1.237	3	5	5	3	4	3	3	4	9	2	2	6	10	10	6	7	2	27	100	0	51	340	0	112	680	0	49	1210	0	1210	0	3	3	10	5	1	3	2	3	3	10	5	1	3	2	4	4	18	2	1	3	3	4	3	12	2	1	3	3	6	6	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	5	5	0	1	5	5	0	1	2	2	0	3	2	2	0	3	3	3	5	0	3.206	5	5	401	0.6185	0.0599	23	0	0	5	5	1.0	2	6	1	0.167	0	0	1	0	23	1	1	0	3	1	5	2	4	12	3	9	6	0	sentinel	theirs	4	2	4	4	0	0	155	1.0	1.0	247	4	3	152	0.981	12	5	15	2	0	0	0	116	16	2	4	2	0	0	2	1	0.5	116	0	29	0	0	49	21	0	13	468	500	106	0	46	1	155	Core destroyed
flagoff_fjordgate_s24_B	fjordgate	24	B	135	0	5	0	3	1.237	3	5	5	3	4	2	2	2	3	2	2	6	4	4	5	2	2	20	60	40	9	80	110	56	80	210	54	80	300	80	300	2	1	2	1	1	3	1	2	0	0	1	2	3	0	2	0	0	1	2	3	0	0	0	0	0	-1	-1	0	6	6	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	6	1	1	0	6	1	1	0	6	-1	-1	-1	-1	6	6	2	0	1.007	5	5	225	0.6	0.0	16	0	0	5	5	1.0	2	6	-1	-1	0	0	0	0	-1	0	0	0	0	2	5	2	1	7	3	7	6	1	sentinel	theirs	4	2	4	5	0	0	135	1.0	1.0	163	3	3	132	0.978	6	5	24	3	0	0	0	30	26	3	1	3	0	0	3	1	0.333	30	0	65	0	0	7	0	0	9	0	0	-1	500	500	0	135	Core destroyed
v531fix_fjordgate_s24_B	fjordgate	24	B	347	1	15	0	3	1.591	4	5	4	3	4	1	1	1	7	2	3	5	6	6	6	13	3	12	60	40	65	150	170	73	350	330	109	850	430	1260	430	1	1	6	4	1	3	2	1	1	6	6	1	3	2	1	1	6	6	1	3	2	1	1	6	6	1	3	2	5	5	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	2	6	6	0	0	6	6	0	0	6	6	0	0	7	7	6	0	5.602	15	9	433	0.642	0.0554	8	0	0	15	15	1.0	2	6	1	0.167	0	0	3	0	164	0	3	0	15	1	6	3	3	11	3	3	9	1	sentinel	theirs	6	3	4	5	0	0	278	0.801	0.925	391	3	3	344	0.991	10	15	11	13	0	0	0	173	13	13	7	13	0	0	4	7	0.538	173	0	59	0	2	56	15	31	73	418	500	319	0	500	1	347	Core destroyed
nomouth_fjordgate_s24_B	fjordgate	24	B	471	0	16	0	3	1.591	4	5	4	3	4	1	1	1	5	2	4	5	2	2	7	8	11	32	60	90	30	130	300	119	230	590	10	480	1340	530	2780	1	1	2	2	1	3	1	1	1	2	5	1	3	1	1	1	2	4	1	3	1	1	1	2	4	1	3	1	5	5	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	4	4	4	0	2	3	3	0	4	3	3	0	3	5	5	5	0	3.896	16	12	508	0.7323	0.0886	24	0	0	16	9	1.0	6	6	1	0.167	0	0	0	0	-1	0	0	0	0	3	5	3	1	9	3	3	6	1	sentinel	mid	3	3	4	3	0	0	138	0.293	0.321	148	2	3	468	0.994	6	16	16	9	6	0	0	244	23	15	5	14	0	1	12	3	0.2	212	1	116	63	40	20	41	38	158	0	500	-1	500	500	0	471	Core destroyed
cap6_fjordgate_s24_B	fjordgate	24	B	236	1	7	0	3	1.237	3	5	5	3	4	1	1	2	5	2	3	6	2	2	8	5	7	20	60	40	30	130	130	58	290	320	73	790	770	970	850	1	1	2	2	1	3	1	1	1	2	2	1	3	1	2	2	6	2	1	3	2	2	2	6	2	1	3	2	6	6	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	5	2	2	0	5	2	2	0	4	2	2	0	4	3	3	4	0	2.36	7	10	342	0.6784	0.1316	21	0	0	7	6	1.0	1	6	-1	-1	0	0	1	0	195	0	1	0	4	1	5	2	1	6	3	5	6	1	sentinel	mid	3	3	4	4	0	0	76	0.322	0.407	101	3	3	233	0.987	6	7	14	5	1	0	0	73	16	6	5	6	0	0	4	3	0.5	73	0	30	11	0	106	0	24	213	356	500	95	0	334	1	236	Core destroyed
parent_midgard_s23_A	midgard	23	A	389	1	6	0	3	1.061	4	6	5	3	44	4	7	9	8	5	7	6	13	22	14	5	4	127	110	120	69	410	460	42	620	740	52	620	740	620	740	4	4	13	0	1	3	3	3	3	19	1	1	3	4	3	0	2	8	1	3	2	3	0	2	6	1	3	2	6	6	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	5	1	1	0	2	6	6	0	0	5	5	0	1	57	57	6	0	3.884	6	8	693	0.4661	0.0289	8	45	49	3	3	0.5	1	46	40	0.87	0	42	0	0	-1	0	0	0	0	3	33	0	3	12	33	11	33	1	gunner	ours	10	36	0	3	50	49	339	0.871	0.874	1004	3	53	336	0.864	10	3	24	0	2	0	0	-1	-1	2	5	1	1	0	2	1	0.5	77	0	2	63	48	40	58	40	-1	500	500	281	0	500	1	389	Core destroyed
